660844,2019-03-30 4:16:14 PM,6,0,s:1.82,s:1.2,s:1.28,s:2.52,s:3.78,s:5.119999

1603168,2019-03-30 10:28:02 PM,6,0,s:1.48,s:1.36,s:0,s:1.48,s:1.32,s:1.4

